,DateLastVerified,ID,OperatorID,UsageTypeID,StatusTypeID,DateLastStatusUpdate,DateCreated,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.Town,AddressInfo.Postcode,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactEmail,AddressInfo.AccessComments,GeneralComments,OperatorsReference,AddressInfo.ContactTelephone2,ID,ConnectionTypeID,StatusTypeID,LevelID,PowerKW,CurrentTypeID,Quantity,Comments
18,2025-07-03T07:16:00Z,456510,3632.0,4.0,0,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456899,Restaurant De Zingende Wielen (PowerGo),Akkerweg 39,Den Oever,1779GJ,52.92504277,5.01945559,,,,,,766143.0,33.0,0.0,3.0,240.0,30.0,1.0,
19,2025-07-03T07:16:00Z,456506,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456895,Orvelte P2 (PowerGo),De Wiet 21,Orvelte,9441PG,52.8444344,6.6633727,,,,,,766129.0,33.0,50.0,3.0,30.0,30.0,1.0,
20,2025-07-03T07:16:00Z,456505,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456894,Orvelte P1 (PowerGo),Zuideresweg 1,Orvelte,9441 TH,52.84274006,6.65386136,,,,,,766126.0,33.0,50.0,3.0,30.0,30.0,1.0,
21,2025-07-03T07:16:00Z,456504,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456893,Zonnepark Emmen (PowerGo),Hoogesloot,Nieuw-Weerdinge,7381NL,52.82303619,6.97094584,,,,,,766125.0,33.0,50.0,3.0,60.0,30.0,1.0,
22,2025-07-03T07:16:00Z,456503,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456892,Recreatiepark Burghorn (PowerGo),Oudedijk 1,Schagen,1742NH,52.7895393,4.7703097,,,,,,766121.0,1036.0,50.0,2.0,12.7,20.0,1.0,
23,2025-07-03T07:16:00Z,456502,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456891,Camping de Watersnip Petten (PowerGo),Pettemerweg 4,Petten,1755KK,52.76004809,4.66340955,,,,,,766117.0,1036.0,50.0,2.0,12.7,20.0,1.0,
24,2025-07-03T07:16:00Z,456501,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456890,Villavakantiepark IJsselhof (PowerGo),Proefpolder 4,Andijk,1619EH,52.75126202,5.19185257,,,,,,766113.0,1036.0,50.0,2.0,12.7,20.0,1.0,
25,2025-07-03T07:16:00Z,456499,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456888,PLUS Schoonebeek (PowerGo),Europaweg 131-14,Schoonebeek,7761 AC,52.66259897,6.87985475,,,,,,766109.0,33.0,50.0,3.0,320.0,30.0,1.0,
26,2025-07-03T07:16:00Z,456496,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456885,Van der Molen auto's (PowerGo),Industrieweg 14,Wormerveer,1521NC,52.5031973,4.7767517,,,,,,766100.0,1036.0,50.0,2.0,12.7,20.0,1.0,
27,2025-07-03T07:16:00Z,456495,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456884,Conradstraat 4 (PowerGo),Conradstraat 4,Zwolle,8013RN,52.48868777,6.13496401,,,,,,766098.0,1036.0,50.0,2.0,12.7,20.0,1.0,
28,2025-09-05T08:39:00Z,456494,3632.0,4.0,50,2025-09-05T08:39:00Z,2025-06-21T09:42:00Z,456883,Conradstraat 4c (PowerGo),Conradstraat 4c,Zwolle,8013RN,52.48815287,6.13512415,,,,,,766096.0,1036.0,50.0,2.0,12.7,20.0,1.0,
29,2025-07-03T07:16:00Z,456493,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456882,Basic-Fit 1160 Assendelft Rode Ring (PowerGo),Rode Ring 43,Assendelft,1566HR,52.48687973,4.76283395,,,,,,766093.0,33.0,50.0,3.0,30.0,30.0,1.0,
30,2025-07-03T07:16:00Z,456492,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456881,Jachthaven Nauerna (PowerGo),Kanaaldijk 33,Assendelft,1566 PA,52.43816458,4.75086631,,,,,,766091.0,33.0,50.0,3.0,50.0,30.0,1.0,
31,2025-07-03T07:16:00Z,456491,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456880,Hotel Zwanenburg (PowerGo),Olmenlaan 52,Zwanenburg,1161JX,52.3756504,4.749892,,,,,,766089.0,1036.0,50.0,2.0,12.7,20.0,1.0,
32,2025-07-03T07:16:00Z,456490,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456879,Mercure Hotel Amsterdam City (PowerGo),Joan Muyskensweg 10,Amsterdam,1096 CJ,52.33543015,4.91411018,,,,,,766083.0,1036.0,50.0,2.0,12.7,20.0,1.0,
33,2025-07-03T07:16:00Z,456489,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456878,Basic-Fit 1241 Badhoevedorp Sloterweg (PowerGo),Sloterweg 301,Badhoevedorp,1171VB,52.33447605,4.7716605,,,,,,766080.0,33.0,50.0,3.0,30.0,30.0,1.0,
34,2025-07-03T07:16:00Z,456488,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456877,Novotel Amsterdam City (PowerGo),Europaboulevard 10,Amsterdam,1083 AD,52.33434296,4.88841772,,,,,,766072.0,33.0,50.0,3.0,150.0,30.0,1.0,
35,2025-07-03T07:16:00Z,456486,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456875,Jumbo 5121 Rijssen (PowerGo),Laan Oud-Indiëgangers 5,Rijssen,7463 CH,52.31284599,6.49607248,,,,,,766060.0,33.0,50.0,3.0,150.0,30.0,1.0,
36,2025-07-03T07:16:00Z,456485,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456874,Binnenweg 2-18 Hoofddorp (PowerGo),Binnenweg 2-18,Hoofddorp,2132 CT,52.29909134,4.69226217,,,,,,766054.0,1036.0,50.0,2.0,12.7,20.0,1.0,
37,2025-07-03T07:16:00Z,456484,3632.0,4.0,50,2025-07-03T07:16:00Z,2025-06-21T09:42:00Z,456873,Opaallaan 1180 Hoofddorp (PowerGo),Opaallaan 1180,Hoofddorp,2132LN,52.2957029,4.6805699,,,,,,766050.0,1036.0,50.0,2.0,12.7,20.0,1.0,
